Course Code,Section,Credits,Title,Professor,Days,Start Time,End Time,Begin Date,End Date,Location,Building,Room,Comment,SOPHIA,Via Viking,Signature,Foundational Area or Knowledge Area,Comp 1,Comp 2
BIOL 2021,B,0,Human Physiology Laboratory,Rosanna Beraldi,R,10:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,118,2020 too,,,,,,
BIOL 2021,C,0,Human Physiology Laboratory,Rosanna Beraldi,R,12:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,118,2020 too,,,,,,
BIOL 2021,D,0,Human Physiology Laboratory,Demetra Kelenis,R,2:00 PM,3:50 PM,08/26/2026,12/11/2026,MAIN,FSC,118,2020 too,,,,,,
BIOL 2021,E,0,Human Physiology Laboratory,Demetra Kelenis,R,4:00 PM,5:50 PM,08/26/2026,12/11/2026,MAIN,FSC,118,2020 too,,,,,,
BIOL 2400,A,4,Intro to Genetics & Cell Biology Le,Martha Ibore Natukunda,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,113A,2401 too,,,,,,
BIOL 2400,B,4,Intro to Genetics & Cell Biology Le,Mark K. Larson,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,114,2401 too,,,,,,
BIOL 2401,A,0,Intro Genetics/Cell Biology Lab,Martha Ibore Natukunda,T,7:55 AM,10:45 AM,08/26/2026,12/11/2026,MAIN,FSC,253,2400 too,,,,,,
BIOL 2401,B,0,Intro Genetics/Cell Biology Lab,Martha Ibore Natukunda,T,12:10 PM,3:00 PM,08/26/2026,12/11/2026,MAIN,FSC,253,2400 too,,,,,,
BIOL 2401,C,0,Intro Genetics/Cell Biology Lab,Martha Ibore Natukunda,R,7:55 AM,10:45 AM,08/26/2026,12/11/2026,MAIN,FSC,253,2400 too,,,,,,
BIOL 2401,D,0,Intro Genetics/Cell Biology Lab,Lisa Mary Baye,R,11:00 AM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,253,2400 too,,,,,,
BIOL 2401,E,0,Intro Genetics/Cell Biology Lab,Mark K. Larson,R,2:00 PM,4:50 PM,08/26/2026,12/11/2026,MAIN,FSC,253,2400 too,,,,,,
BIOL 3300,A,4,Principles of Ecology Lecture & Lab,Amy R. Lewis,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,116,,SI,,,,,
BIOL 3300,A,4,Principles of Ecology Lecture & Lab,Amy R. Lewis,R,12:10 PM,3:00 PM,08/26/2026,12/11/2026,MAIN,FSC,119,,SI,,,,,
BIOL 3302,A,4,Terrestrial Plant Ecology Lecture &,Steven Matzner,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,FSC,215,,"SI, W",Signature,Upper-Level Writing,,,
BIOL 3302,A,4,Terrestrial Plant Ecology Lecture &,Steven Matzner,T,12:10 PM,3:00 PM,08/26/2026,12/11/2026,MAIN,FSC,215,,"SI, W",Signature,Upper-Level Writing,,,
BIOL 3430,A,4,General Microbiology Lecture & Lab,Paul Egland,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,114,,,,,,,
BIOL 3430,A,4,General Microbiology Lecture & Lab,Paul Egland,R,7:55 AM,10:45 AM,08/26/2026,12/11/2026,MAIN,FSC,255,,,,,,,
BIOL 3430,B,4,General Microbiology Lecture & Lab,Paul Egland,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,114,,,,,,,
BIOL 3430,B,4,General Microbiology Lecture & Lab,Paul Egland,R,12:10 PM,3:00 PM,08/26/2026,12/11/2026,MAIN,FSC,255,,,,,,,
BIOL 3610,A,4,Biological Chemistry,Mark K. Larson,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,376,,W,Signature,Upper-Level Writing,,,
BIOL 3610,A,4,Biological Chemistry,Mark K. Larson,T,7:55 AM,10:45 AM,08/26/2026,12/11/2026,MAIN,FSC,251,,W,Signature,Upper-Level Writing,,,
BIOL 3610,B,4,Biological Chemistry,Mark K. Larson,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,376,,W,Signature,Upper-Level Writing,,,
BIOL 3610,B,4,Biological Chemistry,Joel Nelson,T,12:10 PM,3:00 PM,08/26/2026,12/11/2026,MAIN,FSC,251,,W,Signature,Upper-Level Writing,,,
BIOL 3632,A,4,Biostats & Experiment Design,Diane Roeder,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,214,,"E, W",Signature,Upper-Level Writing,,,
BIOL 3632,A,4,Biostats & Experiment Design,Diane Roeder,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,"E, W",Signature,Upper-Level Writing,,,
BIOL 3650,A,4,Neurobiology,Alexander D Kloth,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,372,,,,,,,
BIOL 3650,A,4,Neurobiology,Alexander D Kloth,T,7:55 AM,10:45 AM,08/26/2026,12/11/2026,MAIN,FSC,118,,,,,,,
BIOL 3920,A,4,Directed Research,Augustana Staff,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,Signature,Experiential Course,,,
BIOL 3950,A,4,Internship,Augustana Staff,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,,,,Signature,Experiential Course,,,
BIOL 3970,A,4,TOPICS: Advanced Human Anatomy,Kevin Natukunda,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,FSC,214,,,,,,,
BIOL 3970,A,4,TOPICS: Advanced Human Anatomy,Kevin Natukunda,R,7:55 AM,10:45 AM,08/26/2026,12/11/2026,MAIN,FSC,216,,,,,,,
BREW 1100,A,3,"Beer, Brie, and Bread",Stephanie A Bruggeman,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,FSC,215,,SI,Selective,,Integrating Ideas,Care for Community/World,Creative Thinking
BREW 1970,A,3,TOPICS: The History of Beer,Adam Christopher Bockelman,R,6:30 PM,9:30 PM,08/26/2026,12/11/2026,MAIN,FSC,214,,,,,,,
BREW 4950,A,3,Internship,Augustana Staff,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,Internship,,Signature,Experiential Course,,,
BUSI 1000,A,3,Introduction to Business,Augustana Staff,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
BUSI 1000,B,3,Introduction to Business,Scott James Schmidt,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC ,201,,,,,,,
BUSI 1000,C,3,Introduction to Business,Zahidul Karim,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,MC ,103,,,,,,,
BUSI 1000,D,3,Introduction to Business,Augustana Staff,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,255,,,,,,,
BUSI 1010,A,3,Innovation and Entrepreneurship,Matthew Willard,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,WGNR,138,,,,,,,
BUSI 1130,A,3,Business Communications,Zahidul Karim,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
BUSI 1130,B,3,Business Communications,Augustana Staff,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
BUSI 1130,C,3,Business Communications,Zahidul Karim,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
BUSI 2030,A,3,Organizational Behavior,Diogo A Seixas,R,6:30 PM,9:30 PM,08/26/2026,10/09/2026,MAIN,MC,103,,,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Informed Engagement
BUSI 2080,A,3,Business Ethics,Jaekyo Seo,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,MC,255,,E,Selective,,Human Beh & Soc Systems,Ethical Reasoning,
BUSI 2080,B,3,Business Ethics,Jaekyo Seo,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,MC,255,,E,Selective,,Human Beh & Soc Systems,Ethical Reasoning,
BUSI 2080,C,3,Business Ethics,Jaekyo Seo,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,MC,255,,E,Selective,,Human Beh & Soc Systems,Ethical Reasoning,
BUSI 3040,A,3,Business Law I,Gregg S. Greenfield,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
BUSI 3040,B,3,Business Law I,Gregg S. Greenfield,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,MC,101,,,,,,,
BUSI 3050,A,3,"Wills, Trusts and Estates",Gregg S. Greenfield,W,6:30 PM,9:30 PM,08/26/2026,10/09/2026,MAIN,MC,264,,,,,,,
BUSI 3070,A,4,Real Estate Investment & Sales,Augustana Staff,T,6:30 PM,9:30 PM,08/26/2026,12/11/2026,MAIN,MC,153,,,,,,,
BUSI 4040,A,3,Business Law II,Gregg S. Greenfield,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
BUSI 4950,A,4,Business Internship,Matthew Willard,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,Internship,W,Signature,"Experiential Course, Upper-Level Writing",,,
BUSI 4960,A,4,Business Internship,Matthew Willard,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,Internship,,,,,,
BUSI 5040,A,3,Business Law II,Gregg S. Greenfield,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,103,,,,,,,
CHEM 1020,A1,4,Survey of General Chemistry,Laura E Slaymaker Flannery,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,114,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,A1,4,Survey of General Chemistry,Laura E Slaymaker Flannery,T,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,317,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,A2,4,Survey of General Chemistry,Laura E Slaymaker Flannery,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,114,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,A2,4,Survey of General Chemistry,Laura E Slaymaker Flannery,R,8:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,317,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,B1,4,Survey of General Chemistry,Shivatharsiny Yohi,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,B1,4,Survey of General Chemistry,Shivatharsiny Yohi,T,10:30 AM,12:20 PM,08/26/2026,12/11/2026,MAIN,FSC,317,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,B2,4,Survey of General Chemistry,Shivatharsiny Yohi,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1020,B2,4,Survey of General Chemistry,Shivatharsiny Yohi,R,10:30 AM,12:20 PM,08/26/2026,12/11/2026,MAIN,FSC,317,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,A1,4,General Chemistry I Lecture & Lab,Barrett Eichler,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,A1,4,General Chemistry I Lecture & Lab,Barrett Eichler,T,10:30 AM,12:20 PM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,A2,4,General Chemistry I Lecture & Lab,Barrett Eichler,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,A2,4,General Chemistry I Lecture & Lab,Shivatharsiny Yohi,T,3:30 PM,5:20 PM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,B1,4,General Chemistry I Lecture & Lab,Barrett Eichler,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,B1,4,General Chemistry I Lecture & Lab,Barrett Eichler,R,8:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,B2,4,General Chemistry I Lecture & Lab,Barrett Eichler,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,B2,4,General Chemistry I Lecture & Lab,Shivatharsiny Yohi,R,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,C1,4,General Chemistry I Lecture & Lab,Cyndey Johnson-Edler,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,C1,4,General Chemistry I Lecture & Lab,Cyndey Johnson-Edler,T,8:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,C2,4,General Chemistry I Lecture & Lab,Cyndey Johnson-Edler,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,370,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,C2,4,General Chemistry I Lecture & Lab,Cyndey Johnson-Edler,R,10:30 AM,12:20 PM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,D1,4,General Chemistry I Lecture & Lab,Cyndey Johnson-Edler,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,113B,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,D1,4,General Chemistry I Lecture & Lab,Shivatharsiny Yohi,T,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,D2,4,General Chemistry I Lecture & Lab,Cyndey Johnson-Edler,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,113B,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1030,D2,4,General Chemistry I Lecture & Lab,Augustana Staff,R,3:30 PM,5:20 PM,08/26/2026,12/11/2026,MAIN,FSC,313,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1040,A1,4,General Chemistry II Lecture & Lab,Laura E Slaymaker Flannery,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,374,,,,,,,
CHEM 1040,A1,4,General Chemistry II Lecture & Lab,Laura E Slaymaker Flannery,T,8:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,317,,,,,,,
CHEM 1050,A1,4,Accelerated General Chemistry Lectu,Zachary M. Schulte,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,374,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1050,A1,4,Accelerated General Chemistry Lectu,Zachary M. Schulte,R,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,317,,NS,Selective,,The Natural World,Analytical Reasoning,Quantitative Literacy
CHEM 1900,A,0,Trustee Fellowshp in Chemistry I,Charles J Weiss,R,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,371,,,,,,,
CHEM 2100,A1,4,Organic Chemistry I Lecture & Lab,Charles J Weiss,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,FSC,374,,,,,,,
CHEM 2100,A1,4,Organic Chemistry I Lecture & Lab,Charles J Weiss,T,8:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,315,,,,,,,
CHEM 2100,A2,4,Organic Chemistry I Lecture & Lab,Charles J Weiss,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,FSC,374,,,,,,,
CHEM 2100,A2,4,Organic Chemistry I Lecture & Lab,Charles J Weiss,R,1:00 PM,4:50 PM,08/26/2026,12/11/2026,MAIN,FSC,315,,,,,,,
CHEM 2100,B1,4,Organic Chemistry I Lecture & Lab,Jetty Duffy-Matzner,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,374,,,,,,,
CHEM 2100,B1,4,Organic Chemistry I Lecture & Lab,Jetty Duffy-Matzner,T,1:00 PM,4:50 PM,08/26/2026,12/11/2026,MAIN,FSC,315,,,,,,,
CHEM 2100,B2,4,Organic Chemistry I Lecture & Lab,Jetty Duffy-Matzner,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,374,,,,,,,
CHEM 2100,B2,4,Organic Chemistry I Lecture & Lab,Jetty Duffy-Matzner,R,8:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,315,,,,,,,
CHEM 2110,A1,4,Organic Chemistry II Lecture & Lab,Marianna Madeo,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,371,,,,,,,
CHEM 2110,A1,4,Organic Chemistry II Lecture & Lab,Marianna Madeo,T,8:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,316,,,,,,,
CHEM 2321,A,1,Instrument Proficiency for Scien,Duane Weisshaar,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,FSC,350,,,,,,,
CHEM 3400,A1,4,Chemical Thermodynamics Lecture & L,Zachary M. Schulte,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,371,,SI,,,,,
CHEM 3400,A1,4,Chemical Thermodynamics Lecture & L,Zachary M. Schulte,T,1:00 PM,4:50 PM,08/26/2026,12/11/2026,MAIN,FSC,316,,SI,,,,,
CHEM 3500,A1,4,Biochemistry Lecture & Lab,Marianna Madeo,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,371,,W,Signature,Upper-Level Writing,,,
CHEM 3500,A1,4,Biochemistry Lecture & Lab,Marianna Madeo,R,8:00 AM,10:50 AM,08/26/2026,12/11/2026,MAIN,FSC,251,,W,Signature,Upper-Level Writing,,,
CHEM 4100,A1,4,Advanced Organic Chemistry Lecture,Jetty Duffy-Matzner,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,FSC,371,,W,Signature,Upper-Level Writing,,,
CHEM 4100,A1,4,Advanced Organic Chemistry Lecture,Jetty Duffy-Matzner,R,8:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,316,,W,Signature,Upper-Level Writing,,,
CIVT 1010,A,3,Exploring the Christian Faith,Arminta M Fox,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,201,,"CT, E",Foundational,,Christian Traditions,,
CIVT 1210,A,3,Literary Experience,Janet Blank-Libra,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,CWS,108,,"LT, W",,,,,
CIVT 2100,A,3,Reading Augustana,Jeffrey S Miller,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,CWS,108,,,,,,,
CIVT 2200,A,3,Who's Afraid of Modern Art?,Lindsay Twa,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,HUM,123,,,,,,,
CIVT 2300,A,3,(Re)conquering Iberia - Doing Justi,Michael Rueter,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,HUM,302,,,,,,,
CIVT 2400,A,3,Protest and Policing,Emily Roehl,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,HUM,102,,,,,,,
CMDS 1100,A,2,Intro to Communication Disorders,Beth J Wienhold,TR,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,101,,,,,,,
CMDS 2110,A,3,Intro to Audiology,Jade Husby,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,161,,,,,,,
CMDS 2120,A,3,Language Development,Megan Mattie Wiessner,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,157,,,,,,,
CMDS 2220,A,3,Speech Sound Disorders,Megan Mattie Wiessner,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,MC,253,,,,,,,
CMDS 3940,A,2,Guided Clinical Observation,Megan Mattie Wiessner,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,,Signature,Experiential Course,,,
CMDS 4940,A,2,Clinical Practicum,Megan Mattie Wiessner,,12:00 AM,12:00 AM,08/26/2026,12/11/2026,MAIN,OFF,OFF,,,Signature,Experiential Course,,,
CMIS 1000,A,3,Management Information Systems I,Uchenna Peters,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,1,,,,,,,
CMIS 1000,B,3,Management Information Systems I,Augustana Staff,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,2,,,,,,,
CMIS 1000,C,3,Management Information Systems I,Uchenna Peters,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,MC,1,,,,,,,
CMIS 2000,A,3,Management Information System II,Terence C Mournet,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,1,,,,,,,
CMIS 2100,A,3,Business Analytics,Augustana Staff,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,MC,2,,,Selective,,Reasoning Mathematically,Digital Literacy,Quantitative Literacy
CMIS 2100,B,3,Business Analytics,Augustana Staff,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,MC,2,,,Selective,,Reasoning Mathematically,Digital Literacy,Quantitative Literacy
CMIS 5000,A,3,Adv Mgmt Information Systems,Uchenna Peters,M,6:30 PM,9:30 PM,08/26/2026,10/09/2026,MAIN,MC,1,,,,,,,
CMIS 5100,A,3,Advanced Business Analytics,Kaitlin Joan Mans,M,6:30 PM,9:30 PM,10/15/2026,12/11/2026,MAIN,MC,2,,,,,,,
COMM 1101,A,3,Environmental Advocacy,Heather Aldridge Bart,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,HUM,331,,C,Foundational,,CTOC,,
COMM 1101,B,3,Environmental Advocacy,Heather Aldridge Bart,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,HUM,331,,C,Foundational,,CTOC,,
COMM 1102,A,3,Public Health Advocacy,Michael Earl Nitz,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,HUM,301,,C,Foundational,,CTOC,,
COMM 1102,B,3,Public Health Advocacy,Michael Earl Nitz,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,301,,C,Foundational,,CTOC,,
COMM 1103,A,3,Effective Oral Advocacy,John Bart,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,HUM,331,,C,Foundational,,CTOC,,
COMM 1103,B,3,Effective Oral Advocacy,Hosea Young Kost,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,HUM,331,,C,Foundational,,CTOC,,
COMM 1300,A,3,Interpersonal Communication,John Bart,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,HUM,302,,"C, WB",Foundational,,Well-Being,,
COMM 2102,A,4,Advocacy and Argumentation,Heather Aldridge Bart,TR,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,HUM,302,,C,Foundational,,CTOC,,
COMM 2200,A,3,Public Relations,Michael Earl Nitz,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,HUM,301,,,,,,,
COMM 2400,A,3,Communication Research,Hosea Young Kost,TR,8:00 AM,9:15 AM,08/26/2026,12/11/2026,MAIN,HUM,202,,,,,,,
COMM 3400,A,3,Rhetorical Criticism,John Bart,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,HUM,202,,W,Signature,Upper-Level Writing,,,
COSC 1120,A,3,Ethical Issues in Technology,Sharon M Gray,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,201,,"E, W",,,,,
COSC 1210,A,4,Computer Science I,Carrie F Olson-Manning,TR,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,113B,,,,,,,
COSC 1210,B,4,Computer Science I,Carrie F Olson-Manning,TR,1:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC ,373,,,,,,,
COSC 1210,C,4,Computer Science I,Augustana Staff,MWF,2:00 PM,3:10 PM,08/26/2026,12/11/2026,MAIN,FSC,372,,,,,,,
COSC 1220,A,4,Computer Science II,Augustana Staff,TR,11:00 AM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,372,,,,,,,
COSC 1300,A,3,Introduction to Data Science,Cami Fuglsby,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,371,,,,,,,
COSC 1300,B,3,Introduction to Data Science,Cami Fuglsby,MWF,11:00 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,372,,,,,,,
COSC 2230,A,3,Computer Science III,Daniel Roy Steinwand,MWF,1:00 PM,1:50 PM,08/26/2026,12/11/2026,MAIN,FSC,372,,,,,,,
COSC 2250,A,3,C++ Programming,Cami Fuglsby,MWF,12:00 PM,12:50 PM,08/26/2026,12/11/2026,MAIN,FSC,373,,,,,,,
COSC 2410,A,4,Comp Organization & Architecture,Daniel Roy Steinwand,MWF,10:40 AM,11:50 AM,08/26/2026,12/11/2026,MAIN,FSC,370,,,,,,,
COSC 3430,A,3,Artificial Intelligence,Augustana Staff,MWF,9:00 AM,9:50 AM,08/26/2026,12/11/2026,MAIN,FSC,372,,,,,,,
COSC 4220,A,3,Software Engineering,Daniel Roy Steinwand,MWF,2:00 PM,2:50 PM,08/26/2026,12/11/2026,MAIN,FSC,116,,,,,,,
CRJS 1200,A,3,Intro to Criminal Justice,William J. Swart,TR,1:40 PM,2:55 PM,08/26/2026,12/11/2026,MAIN,MC,264,,SS,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
CRJS 1200,B,3,Intro to Criminal Justice,Stacy R Sanders,TR,9:25 AM,10:40 AM,08/26/2026,12/11/2026,MAIN,MC,264,,SS,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
CRJS 2203,A,3,Juvenile Delinquency,Stacy R Sanders,TR,12:15 PM,1:30 PM,08/26/2026,12/11/2026,MAIN,MC,102,,,,,,,
CRJS 3200,A,3,CriminalJusticeProceduresSystems,Stacy R Sanders,TR,10:50 AM,12:05 PM,08/26/2026,12/11/2026,MAIN,MC,264,,,,,,,
ECON 1100,A,3,Principles of Microeconomics,Reynold Frank Nesiba,MWF,8:00 AM,8:50 AM,08/26/2026,12/11/2026,MAIN,MC,264,,SS,Selective,,Human Beh & Soc Systems,Analytical Reasoning,Civic Knowledge
